id,tanggal,platform,link url,teks,label,unnamed: 6,label.1,ciri-ciri kalimat,contoh,panjang_teks,jumlah_kata,teks_clean
540,25/06/2026,X / Twitter,https://x.com/Nnrris/status/2070010616413364274,@Sanghylk @satorhu dunia ini memang tidak adil.,Netral,,,,,47,7,dunia adil
541,25/06/2026,X / Twitter,https://x.com/iqrar99_/status/2069997978547560718,Sejak zaman dinosaurus pun dunia ini memang tidak pernah adil,Netral,,,,,61,10,sejak zaman dinosaurus dunia pernah adil
542,25/06/2026,X / Twitter,https://x.com/ChillId15953/status/2069997812658634969,"Dikira menegakkan keadilan secara adil, ternyata hukum negara dibeli dan dimanipulasi selamanya oleh kuasa dan uang di tempat yang paling tidak terduga!! 😱⚖#HukumButa #SisiGelapKeadilan #RakaBerjuang #ManipulasiKuasa #ThrillerIndonesia https://t.co/2ybKKGKpBd",Netral,,,,,259,28,kira tegak adil adil nyata hukum negara beli manipulasi lama kuasa uang tempat paling duga
543,25/06/2026,X / Twitter,https://x.com/Herratutut/status/2070076688462213183,kenapa yaa menemukan teman se pemikiran dan bisa melihat peraturan mana yang adil atau tidak yang diterapkan diperusahan itu minim sekali.. 🥹,Netral,,,,,141,22,yaa temu teman pikir lihat atur mana adil terap usah minim sekali
545,25/06/2026,X / Twitter,https://x.com/mynewshub/status/2070067976594952511,"Oleh Mynewshub KUALA LUMPUR - Kerajaan Selangor diminta memberi penjelasan terbuka sama ada benar terdapat keputusan untuk melonggarkan syarat pembinaan atau pemutihan rumah anutan bukan Islam di negeri itu. Pengerusi Gerakan Anti Rumah Anutan Haram (Garah), Firdaus Wong Wai Hung berkata, kerajaan Selangor perlu menjelaskan apakah dasar dan asas undang-undang yang digunakan bagi cadangan tersebut. Kata beliau, rakyat perlu juga diberi penjelasan berapa jumlah rumah anutan yang terlibat dalam proses pemutihan dan bagaimana kepentingan penduduk setempat serta pematuhan Akta 172 akan dipelihara. ""Keharmonian antara agama tidak akan terpelihara dengan mengetepikan undang-undang atau memberikan layanan istimewa kepada mana-mana pihak. ""Sebaliknya, keharmonian yang sebenar hanya dapat diwujudkan apabila semua pihak menghormati Perlembagaan, mematuhi undang-undang dan menerima bahawa setiap pembangunan hendaklah tertakluk kepada proses yang adil serta telus,"" katanya dalam satu kenyataan media hari ini. Kenyataan media itu timbul susulan pendedahan Council of Churches of Malaysia (CCM) serta Ahli Parlimen Klang bahawa hasil perbincangan dengan kerajaan Selangor telah membawa kepada cadangan memberikan pelbagai kelonggaran terhadap pembinaan dan pemutihan rumah anutan agama bukan Islam. Terdahulu, Firdaus Wong berkata, sekiranya dakwaan tersebut benar, ia satu perkembangan yang amat membimbangkan kerana melibatkan isu pematuhan undang-undang, integriti pentadbiran dan perancangan bandar yang tidak boleh dikompromi atas alasan politik. Menurut beliau, setiap cadangan pembinaan rumah anutan hendaklah ditentukan berdasarkan bilangan penganut sebenar, taburan penduduk setempat, kapasiti rumah anutan sedia ada serta keperluan yang boleh dibuktikan secara objektif. Ujar beliau, perancangan pembangunan tidak boleh dibuat berdasarkan tekanan politik, tuntutan kumpulan tertentu atau sentimen semata-mata tanpa mengambil kira data kependudukan dan kemudahan yang telah tersedia. ""Sekiranya rumah-rumah anutan sedia ada masih mampu menampung keperluan komuniti masing-masing, maka tidak wujud sebarang justifikasi untuk menambah premis baharu atau memutihkan pembinaan yang jelas melanggar syarat pembangunan,"" katanya. Tambah beliau, cadangan membenarkan rumah anutan beroperasi secara longgar di kawasan industri dan komersial berpotensi mewujudkan pelbagai implikasi negatif kepada kepentingan awam. Kata beliau, aktiviti keagamaan yang melibatkan kehadiran ramai pengunjung pada masa tertentu boleh menyebabkan kesesakan lalu lintas, kekurangan tempat letak kenderaan, gangguan kepada operasi perniagaan, risiko keselamatan awam, konflik guna tanah dan menjejaskan fungsi asal kawasan tersebut. ""Perancangan bandar yang mampan menuntut agar setiap zon pembangunan digunakan mengikut tujuan yang telah diluluskan dan diwartakan,"" katanya. Selain itu, katanya, sebarang tindakan memutihkan rumah anutan yang dibina di atas tanah yang tidak dibenarkan boleh menimbulkan persoalan serius dari sudut undang-undang. Kata beliau, tindakan memutihkan pembangunan yang bercanggah dengan zon guna tanah boleh dianggap sebagai penyalahgunaan kuasa pentadbiran dan berpotensi dicabar melalui semakan kehakiman. Katanya, lebih membimbangkan, tindakan sedemikian akan mewujudkan satu preseden yang membuka ruang kepada pelbagai pihak lain untuk turut melanggar undang-undang atas alasan yang sama. ""Mana-mana rumah anutan yang dibina tanpa kelulusan sewajarnya hendaklah ditangani mengikut proses perundangan yang sama seperti mana-mana pembangunan haram yang lain. Undang-undang tidak boleh berubah hanya kerana tekanan politik atau tuntutan mana-mana kumpulan,"" katanya. Dalam pada itu, katanya, pendirian Garah bukan menafikan hak kebebasan beragama yang dijamin oleh Perlembagaan Persekutuan, sebaliknya mempertahankan prinsip setiap pembangunan tanpa mengira agama atau pihak yang terlibat wajib mematuhi undang-undang, syarat perancangan dan kepentingan awam. ""Kebebasan",Netral,,,,,3980,502,mynewshub kuala lumpur raja selangor minta beri jelas buka sama benar dapat putus longgar syarat bina mutih rumah anut islam negeri pengerusi gera anti rumah anut haram garah firdaus wong wai hung kata raja selangor perlu jelas dasar asas undang undang guna cadang sebut kata beliau rakyat perlu beri jelas berapa jumlah rumah anut libat proses mutih bagaimana penting duduk tempat patuh akta pelihara harmoni agama pelihara tepi undang undang beri layan istimewa mana mana pihak balik harmoni benar dapat wujud apabila semua pihak hormat lembaga patuh undang undang terima bahawa bangun hendak takluk proses adil telus kata satu nyata media hari nyata media timbul susul dedah council churches malaysia ccm ahli parlimen klang bahawa hasil bincang raja selangor bawa cadang beri pelbagai longgar bina mutih rumah anut agama islam dahulu firdaus wong kata sekira dakwa sebut benar satu kembang bimbang rana libat isu patuh undang undang integriti pentadbiran ancang bandar kompromi atas alas politik beliau cadang bina rumah anut hendak tentu dasar bilang anut benar tabur duduk tempat kapasiti rumah anut sedia perlu bukti objektif ujar beliau ancang bangun buat dasar tekan politik tuntut kumpul tentu sentimen semata mata ambil kira data duduk mudah sedia sekira rumah rumah anut sedia mampu tampung perlu komuniti masing masing wujud sebarang justifikasi tambah premis baharu mutih bina jelas langgar syarat bangun kata tambah beliau cadang benar rumah anut operasi longgar kawasan industri komersial potensi wujud pelbagai implikasi negatif penting awam kata beliau aktiviti agama libat hadir ramai unjung masa tentu sebab sesak lalu lintas kurang tempat letak kenderaan ganggu operasi niaga risiko selamat awam konflik tanah jejas fungsi asal kawasan sebut ancang bandar mampan tuntut zon bangun guna ikut tuju lulus warta kata kata sebarang tindak mutih rumah anut bina atas tanah benar timbul soal serius sudut undang undang kata beliau tindak mutih bangun canggah zon tanah anggap penyalahgunaan kuasa pentadbiran potensi cabar lalu sema hakim kata bimbang tindak demikian wujud satu preseden buka ruang pelbagai pihak turut langgar undang undang atas alas sama mana mana rumah anut bina kelulus wajar hendak tangan ikut proses undang sama mana mana bangun haram undang undang ubah rana tekan politik tuntut mana mana kumpul kata kata diri garah nafi hak bebas agama jamin lembaga sekutu balik tahan prinsip tiap bangun ira agama pihak libat wajib patuh undang undang syarat ancang penting awam bebas
546,19/06/2026,X / Twitter,https://x.com/_zhyme/status/2067925653660336216,"Lucu melihat bagaimana sebuah aspirasi di jalanan selalu dicap 'merusak ketertiban', sementara kebijakan yang bobrok dianggap 'prosedural'. Sangat kentara bagaimana elite politik hari ini lebih sibuk mengamankan kekuasaan drpd mengurusi hajat hidup orang banyak. Narasi 'stabilitas nasional' dipakai sebagai tameng untuk membungkam suara kritis demi memuluskan agenda terselubung. Inilah potret negeri kita hari ini: dimana para pejabatnya punya kuping terlalu tipis untuk mendengar kritik, tapi bermuka tebal untuk minta dihargai.",Netral,,,,,531,70,lucu lihat bagaimana buah aspirasi jalan selalu cap rusak tertib bijak bobrok anggap prosedural sangat kentara bagaimana elite politik hari sibuk aman kuasa drpd urus hajat hidup orang banyak narasi stabilitas nasional pakai tameng bungkam suara kritis mulus agenda selubung ini potret negeri hari para jabat punya kuping terlalu tipis dengar kritik muka tebal minta harga
547,25/06/2026,X / Twitter,https://x.com/dimarsasongko98/status/2070039338730299471,@rxchntz dunia (baca : negara) memang tidak adil,Netral,,,,,48,8,dunia baca negara adil
548,2019-02-07 00:00:00,X / Twitter,https://x.com/patrickbahenol/status/1145911951555383296,ZONASI BATASI PRESTASI ZONASI TIDAK EFEKTIF ZONASI TIDAK ADIL 😭😭😭😭😭😭,Negatif,,,,,68,10,zonasi batas prestasi zonasi efektif zonasi adil
549,21/06/2026,X / Twitter,https://x.com/125Japstyle/status/2068713567277535241,"Seorang pria mendadak membuat heboh gedung Pengadilan Negeri Sumenep, Madura, Jawa Timur.😱 Betapa tidak, lantaran diduga kecewa dengan putusan pengadilan, pria berinisial MA itu mengamuk sambil menenteng karung berisi puluhan ekor ular. Sebenarnya, kejadian ini terjadi pada 7 Februari 2012 silam. Ia melakukan aksinya itu sebagai bentuk protes terhadap putusan PN Sumenep terkait perkara gugatannya yang menurutnya berat sebelah alias tidak adil. Kisah ini kembali ramai diperbincangkan warganet. Di video itu, pria paruh baya tersebut terus berteriak-teriak menuntut keadilan. Setelah lama berorasi ia lantas memasuki ruangan sidang dan melepas puluhan ekor ular dalam karung berwarna hijau yang ditentengnya. Ular-ular itu kemudian berkeliaran ke mana-mana di area pengadilan. Para pegawai yang melihat kejadian itu langsung panik hingga berhamburan keluar ruangan. Di bagian akhir video, para pegawai bergotong royong memunguti lalu memasukkan kembali ular-ular tersebut ke dalam karung. Tak lama kemudian aparat kepolisian tiba di lokasi.",Netral,,,,,1043,144,orang pria dadak buat heboh gedung adil negeri sumenep madura jawa timur betapa lantar duga kecewa putus adil pria inisial amuk tenteng karung isi puluh ekor ular benar jadi jadi februari silam laku aksi bentuk protes putus sumenep kait perkara gugat turut berat belah alias adil kisah ramai bincang warganet video pria paruh baya sebut terus teriak teriak tuntut adil lama orasi lantas pasuk ruang sidang lepas puluh ekor ular karung warna hijau tenteng ular ular kemudian liar mana mana area adil pegawai lihat jadi langsung panik hingga hambur keluar ruang bagi akhir video pegawai gotong royong pungut lalu masuk ular ular sebut karung tak lama kemudian aparat polisi tiba lokasi
551,22/06/2026,X / Twitter,https://x.com/tzafrul_aziz/status/2068977436713525706,"Bila kos harian naik, bantuan seperti bakul makanan ini sedikit sebanyak dapat meringankan beban keluarga yang memerlukan. Petang semalam saya bersama penduduk Taman Maju Jaya sempena sambutan Hari Duan Wu. Selain menyerahkan bakul makanan, saya juga sempat berbual dan mendengar sendiri perkara yang mereka hadapi. Antara yang dibangkitkan ialah kos sara hidup, kesihatan, warga emas, peniaga kecil dan isu kawasan setempat. Ini perkara harian yang memang dirasai penduduk. Insya-Allah, saya akan terus turun, dengar dan susul apa yang boleh dibantu. #TZA #MADANIBekerja #Pandan",Netral,,,,,579,83,bila kos hari naik bantu bakul makan sedikit banyak ringan beban keluarga perlu petang malam sama duduk taman maju jaya sempena sambut hari duan serah bakul makan sempat bual dengar sendiri perkara hadap bangkit ialah kos sara hidup kesihatan warga emas niaga kecil isu kawasan tempat perkara hari rasai duduk insya allah terus turun dengar susul apa bantu
553,29/05/2018,X / Twitter,https://x.com/nu_online/status/1001276669053648901,IPPNU Tulungagung Dukung Penerimaan Siswa Sistem Zonasi https://t.co/0qG7qA5uHo,Positif,,,,,79,8,ippnu tulungagung dukung terima siswa sistem zonasi
554,2019-12-12 00:00:00,X / Twitter,https://x.com/tempodotco/status/1204955798012477440,"Dukung Nadiem Makarim Hapus UN, KPAI Kritik Sistem Zonasi https://t.co/GJNlsmGo7f ikuti @temponasional",Negatif,,,,,102,12,dukung nadiem makarim hapus kpai kritik sistem zonasi ikut
555,29/04/2026,X / Twitter,https://x.com/TaliUdeng/status/2049379234771333227,"Apa sih Yayasan PSPK yg terseret dalam kasus Chrome Book itu? Yayasan Pusat Studi Pendidikan & Kebijakan itu dibidani oleh Najeela Shihab yg lebih banyak berkecimpung di bidang Riset & Kajian, berdiri sejak 2017. Yayasan ini menjadi mitra Kementrian Pendidikan dari 2019 - 2024 yg memang menjadi sentral dalam kebijakan² Kementrian Pendidikan saat itu. Tiga bentuk keterkaitan utama: 1. Mitra kebijakan & kajian* PSPK jadi salah satu think tank yang rutin diajak Kemendikbudristek untuk kaji kebijakan Merdeka Belajar. Beberapa yang publik: - Asesmen Nasional: PSPK ikut memberi masukan desain pengganti UN. Najelaa Shihab beberapa kali jadi narasumber resmi Kemendikbud bahas AN. - Guru Penggerak & Sekolah Penggerak: PSPK bikin kajian implementasi dan evaluasi program ini. - Kurikulum Merdeka: PSPK dilibatkan dalam diskusi publik dan uji konsep awal. - PPDB & Zonasi: PSPK keluarkan policy brief yang jadi rujukan debat publik soal zonasi era Nadiem 2. Jalur pendanaan untuk konsultan Kasus yang paling disorot: gaji Ibrahim “Ibam” Arief, eks VP Engineering Bukalapak yang direkrut Nadiem jadi konsultan digital Kemendikbudristek Des 2019, ternyata dibayarkan lewat Yayasan PSPK. Sumber dananya dari CSR perusahaan seperti Djarum Foundation dan Wardah, bukan APBN langsung. Ini kemudian ikut terseret di kasus dugaan korupsi pengadaan Chromebook, meski Ibam menyebut dia justru menyarankan uji coba dulu sebelum beli masif. 3. Posisi kritis-konstruktif Najelaa Shihab tidak masuk kabinet Nadiem. PSPK ambil posisi “mitra kritis”. Mereka dukung arah Merdeka Belajar, tapi juga publik kasih catatan. Contoh: PSPK mendorong evaluasi lebih kuat untuk Guru Penggerak, minta transparansi data AN, dan kritik implementasi Platform Merdeka Mengajar yang belum merata. Catatan penting: PSPK bukan vendor proyek Kemendikbud. Mereka NGO/lembaga riset independen. Tapi karena Nadiem banyak pakai pendekatan kolaborasi dengan CSO & filantropi pendidikan, PSPK jadi salah satu yang paling sering diajak duduk bareng BSKAP, Ditjen GTK, dll. Meski terseret dalam kasus Chrome Book, tpi Yayasan PSPK ini hanya sebagai saksi krena tidak terkait langsung dengan kebijakan penggunaan Chrome Book.",Netral,,,,,2180,315,apa yayasan pspk seret kasus chrome book yayasan pusat studi didik bijak bidan najeela shihab banyak kecimpung bidang riset kaji diri sejak yayasan jadi mitra tri didik jadi sentral bijak tri didik tiga bentuk kait utama mitra bijak kaji pspk salah satu think tank rutin ajak kemendikbudristek kaji bijak merdeka ajar beberapa publik asesmen nasional pspk ikut beri masuk desain ganti najelaa shihab beberapa kali narasumber resmi kemendikbud bahas guru gerak sekolah gerak pspk bikin kaji implementasi evaluasi program kurikulum merdeka pspk libat diskusi publik uji konsep awal ppdb zonasi pspk keluar policy brief rujuk debat publik soal zonasi era nadiem jalur dana konsultan kasus paling sorot gaji ibrahim ibam arief eks engineering bukalapak rekrut nadiem konsultan digital kemendikbudristek des nyata bayar lewat yayasan pspk sumber dana csr usaha djarum foundation wardah apbn langsung kemudian ikut seret kasus duga korupsi ada chromebook meski ibam sebut justru saran uji coba dulu beli masif posisi kritis konstruktif najelaa shihab masuk kabinet nadiem pspk ambil posisi mitra kritis dukung arah merdeka ajar publik kasih catat contoh pspk dorong evaluasi kuat guru gerak minta transparansi data kritik implementasi platform merdeka ajar rata catat penting pspk vendor proyek kemendikbud ngo lembaga riset independen karena nadiem banyak pakai dekat kolaborasi cso filantropi didik pspk salah satu paling sering ajak duduk bareng bskap ditjen gtk meski seret kasus chrome book tpi yayasan pspk bagai saksi krena kait langsung bijak guna chrome book
556,24/10/2024,X / Twitter,https://x.com/rest_area83/status/1849266455889743891,"Aku pribadi dukung zonasi tapi setelah semua sekolah secara kualitas dan kuantitas merata. Infrastruktur penunjangnya sama bagus, gaji guru juga bagus, dan sarpras juga bagus. Kasihan anak-anak yang motivasi belajarnya tinggi tapi karena tinggal di pinggiran gak bisa optimize.",Positif,,,,,277,39,aku pribadi dukung zonasi telah semua sekolah kualitas kuantitas rata infrastruktur tunjang sama bagus gaji guru bagus sarpras bagus kasihan anak anak motivasi ajar tinggi karena tinggal pinggir optimize
557,18/06/2026,X / Twitter,https://x.com/amrudinnejad_/status/2067599030138597831,"Mujalasah PWNU dan PCNU seJateng-DIY bersepakat: 𝗗𝘂𝗸𝘂𝗻𝗴 𝗣𝗲𝗻𝘂𝗵 𝗠𝘂𝗸𝘁𝗮𝗺𝗮𝗿 𝗡𝗨 𝟯𝟱 𝗱𝗶 𝗟𝗶𝗿𝗯𝗼𝘆𝗼, 𝗱𝗲𝗻𝗴𝗮𝗻 𝘀𝘆𝗮𝗿𝗮𝘁 𝗺𝘂𝘁𝗹𝗮𝗸 𝗧𝗼𝗹𝗮𝗸 𝗭𝗼𝗻𝗮𝘀𝗶 𝗱𝗮𝗻 𝗣𝗲𝗺𝗯𝗮𝘁𝗮𝘀𝗮𝗻 𝗔𝗛𝗪𝗔. Sikap tegas bukan basa-basi. PWNU & PCNU se DIY dan Jateng Menegaskan bahwa Muktamar NU harus tetap jadi ajang terbuka, bukan panggung terbatas. #MuktamarNU35 #Lirboyo #TolakAHWAZonasi #PWNU #PCNU https://t.co/Uh0Z6u9WXK?",Netral,,,,,365,50,mujalasah pwnu pcnu sejateng diy sepakat sikap tegas basa basi pwnu pcnu diy jateng tegas muktamar tetap ajang buka panggung batas
558,26/03/2026,X / Twitter,https://x.com/CakKhum/status/2037052483852525980,"Aceh Bangkit: Pelabuhan Ulee Lheue Kembali Bergeliat di Momen Idulfitri 1447 H 1. ​Empat bulan pascabencana, semangat kebangkitan Aceh terasa nyata. Pelabuhan Ulee Lheue kini dipadati wisatawan domestik yang ingin merayakan Idulfitri dan bersilaturahmi ke Kota Sabang. Harapan baru mulai tumbuh di Tanah Rencong. ✨ #AcehBangkit 2. ​Antrean kendaraan mulai dari roda dua hingga roda empat tampak memenuhi area parkir. Pihak Dishub Aceh melaporkan lonjakan signifikan jumlah penumpang yang hendak menyeberang ke Pelabuhan Balohan, Sabang. 🚗🏍️ 3. ​Untuk mengantisipasi lonjakan ini, jadwal pelayaran ditingkatkan: ​🚢 Kapal Ferry (Lambat): 5 Trip/hari ​🚤 Speedboat (Cepat): 4 Trip/hari Petugas di lapangan telah menyiapkan rekayasa zonasi parkir agar alur keberangkatan tetap tertib. 4. ​Keselamatan adalah harga mati! 🛟 General Manager PT ASDP Banda Aceh, Andri Setiawan, memastikan tambahan 150-200 unit life jacket telah disebar ke armada kapal. Koordinasi antarinstansi terus diperketat demi kenyamanan penumpang. 5. ​Momentum Lebaran kali ini bukan sekadar liburan, tapi simbol pulihnya pariwisata dan ekonomi masyarakat Aceh pascabencana akhir tahun lalu. Mari kita dukung terus kebangkitan Serambi Mekkah!",Netral,,,,,1208,167,aceh bangkit labuh ulee lheue geliat momen idulfitri empat bulan pascabencana semangat bangkit aceh asa nyata labuh ulee lheue kini padat wisatawan domestik raya idulfitri silaturahmi kota sabang harap baru mulai tumbuh tanah rencong antre kendara mulai roda hingga roda empat tampak penuh area parkir pihak dishub aceh lapor lonjak signifikan jumlah tumpang hendak seberang labuh balohan sabang antisipasi lonjak jadwal layar tingkat kapal ferry lambat trip hari speedboat cepat trip hari tugas lapang siap rekayasa zonasi parkir alur berangkat tetap tertib selamat harga mati general manager asdp banda aceh andri setiawan pasti tambah unit life jacket sebar armada kapal koordinasi antarinstansi terus ketat nyaman tumpang momentum lebaran kali sekadar libur simbol pulih pariwisata ekonomi masyarakat aceh pascabencana akhir tahun lalu kita dukung terus bangkit serambi mek
559,25/11/2024,X / Twitter,https://x.com/e100ss/status/1861060923458551979,PGRI Dukung Penghapusan Sistem Zonasi Sekolah untuk Pemerataan Pendidikan https://t.co/vdYacV30Qn,Negatif,,,,,97,10,pgri dukung hapus sistem zonasi sekolah perata didik
560,16/09/2020,X / Twitter,https://x.com/PDI_Perjuangan/status/1306376329068044288,"Ganjar Optimalkan Jogo Tonggo dan Operasi Yustisi, Dukung Mikro Zonasi https://t.co/iERykkfvk9 #PDIPerjuangan #GotongRoyongLawanCorona",Positif,,,,,134,13,ganjar optimal jogo tonggo operasi yustisi dukung mikro zonasi
562,25/06/2019,X / Twitter,https://x.com/Beritasatu/status/1143496611605045248,JK Dukung Sistem Zonasi Sekolah https://t.co/NTbWUbDaBR https://t.co/Y00E30YqFe,Positif,,,,,79,7,dukung sistem zonasi sekolah
563,25/06/2019,X / Twitter,https://x.com/Beritasatu/status/1143422788000088064,Bupati Bengkulu Utara Dukung PPDB Sistem Zonasi https://t.co/AXr6FCoC1u https://t.co/zgRBzWlQ6C,Positif,,,,,95,9,bupati bengkulu utara dukung ppdb sistem zonasi
564,16/06/2025,X / Twitter,https://x.com/KemenkoInfra/status/1934441370288378268,"Di ICI 2025, Wamen Ossy: ATR/BPN Siapkan Kebijakan Tata Ruang Terpadu untuk Dukung Pembangunan Infrastruktur JAKARTA – Wakil Menteri ATR/BPN, Ossy Dermawan, menegaskan bahwa keberhasilan pembangunan infrastruktur sangat bergantung pada kebijakan tata ruang yang terintegrasi dan berkelanjutan. Pernyataan tersebut ia sampaikan saat menyampaikan keynote speech dalam International Conference on Infrastructure (ICI) 2025 yang diselenggarakan oleh Kementerian Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan di Jakarta International Convention Center (JICC), Kamis (12/6/2025). “Pembangunan infrastruktur memerlukan tanah. Namun tanah memerlukan kepastian hukum, aksesibilitas, zonasi yang tepat, serta harmonisasi dengan aspek lingkungan dan sosial,” ungkap Wamen Ossy. “Karena itu, kami di Kementerian ATR/BPN tengah berupaya mewujudkan satu kebijakan tata ruang terpadu—yakni pendekatan menyeluruh yang menyatukan pemanfaatan lahan, perencanaan sektoral, dan tujuan pembangunan ke dalam satu sistem tata kelola yang komprehensif.” Dalam pidato berjudul “Right Infrastructure in the Right Place: Spatial Planning for Impactful Infrastructure”, Ossy menekankan bahwa pembangunan infrastruktur tidak boleh didasarkan semata pada pertimbangan teknis. Sebaliknya, infrastruktur harus dirancang untuk menjawab kebutuhan nyata masyarakat. Ia mencontohkan pentingnya membangun infrastruktur publik seperti konektivitas untuk wilayah yang kurang terlayani, fasilitas kesehatan di lokasi prioritas, dan hunian terjangkau yang dekat dengan pusat kegiatan ekonomi. Selain itu, Wamen Ossy juga menyoroti aspek ketahanan infrastruktur terhadap risiko jangka panjang, seperti perubahan iklim dan bencana alam. Dalam konteks ini, tata ruang menjadi instrumen penting untuk mitigasi risiko. “Kami telah mulai melakukan langkah-langkah seperti pemetaan wilayah rawan banjir dan gempa, penyusunan regulasi zonasi yang membatasi permukiman di kawasan risiko tinggi, serta penyediaan ruang terbuka hijau (RTH) di kota-kota besar,” jelasnya. “Kami menyadari masih banyak hal yang perlu disempurnakan, namun komitmen untuk terus memperbaiki kebijakan ini tidak akan berhenti.” katanya. Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Agus Harimurti Yudhoyono (Menko AHY), mengatakan jika lebih dari 70 persen rakyat Indonesia akan tinggal di wilayah perkotaan pada tahun 2045. Untuk mengakomodir kebutuhan masyarakat yang tinggal di daerah perkotaan, Menko AHY akan menyediakan berbagai fasilitas dan pembangunan infrastruktur yang disebut dengan Livable and Resilient Cities. “Kita berinvestasi pada perumahan terjangkau, transportasi publik ramah lingkungan, serta pengendalian banjir dan pengelolaan sampah,” kata Menko AHY. “Dengan semangat ekonomi sirkular, kami mendorong transformasi pengelolaan sampah menjadi pembangkit energi, bahan baku industri, dan sumber ekonomi masyarakat lokal,” jelas Menko AHY.",Netral,,,,,2925,363,ici wamen ossy atr bpn siap bijak tata ruang padu dukung bangun infrastruktur jakarta wakil menteri atr bpn ossy dermawan tegas hasil bangun infrastruktur sangat gantung bijak tata ruang integrasi lanjut nyata sebut sampai sampai keynote speech international conference infrastructure ici selenggara menteri koordinator bidang infrastruktur bangun wilayah jakarta international convention center jicc kamis bangun infrastruktur perlu tanah tanah perlu pasti hukum aksesibilitas zonasi tepat harmonisasi aspek lingkung sosial ungkap wamen ossy menteri atr bpn tengah upaya wujud satu bijak tata ruang terpaduyakni dekat seluruh satu manfaat lahan rencana sektoral tuju bangun satu sistem tata kelola komprehensif pidato judul right infrastructure the right place spatial planning for impactful infrastructure ossy tekan bangun infrastruktur dasar semata timbang teknis balik infrastruktur rancang jawab butuh nyata masyarakat contoh penting bangun infrastruktur publik konektivitas wilayah kurang layan fasilitas sehat lokasi prioritas huni jangkau dekat pusat giat ekonomi wamen ossy sorot aspek tahan infrastruktur risiko jangka panjang ubah iklim bencana alam konteks tata ruang jadi instrumen penting mitigasi risiko mulai laku langkah langkah meta wilayah rawan banjir gempa susun regulasi zonasi batas mukim kawasan risiko tinggi sedia ruang buka hijau rth kota kota besar jelas sadar banyak perlu sempurna komitmen terus baik bijak henti kata menteri koordinator bidang infrastruktur bangun wilayah agus harimurti yudhoyono menko ahy kata persen rakyat indonesia tinggal wilayah kota tahun mengakomodir butuh masyarakat tinggal daerah kota menko ahy sedia bagai fasilitas bangun infrastruktur sebut livable and resilient cities investasi rumah jangkau transportasi publik ramah lingkung kendali banjir kelola sampah kata menko ahy semangat ekonomi sirkular dorong transformasi kelola sampah jadi bangkit energi bahan baku industri sumber ekonomi masyarakat lokal jelas menko ahy
565,19/06/2026,X / Twitter,https://x.com/film_bioskop/status/2068045182201901340,"#DukunMagang Please tinggalin otak di rumah kalo mau rada enjoy nonton horor komedi satu ini. Plotnya suka ngasal dan tiba-tiba banget bikin storytelling Chiska agak di luar nalar. Fajar &amp; Dodit bisa jadi comic relief di tengah chaosnya ""transformasi"" Jefan vs kunti hitam. 4.5/10 https://t.co/GWwoN2tih6",Netral,,,,,308,45,please tinggalin otak rumah mau rada enjoy nonton horor komedi satu plot suka ngasal tiba tiba bikin storytelling chiska luar nalar fajar dodit comic relief tengah chaosnya transformasi jefan kunti hitam
567,29/01/2016,X / Twitter,https://x.com/mkusumawijaya/status/693090718277980161,Mohon dukung #JakartaTolakReklamasi juga Mas. Dua pulau sudah jadi tanpa penuhi syarat AMDAL dan Zonasi. @jokowi https://t.co/T2U8iCcrS3,Netral,,,,,136,17,mohon dukung mas pulau penuh syarat amdal zonasi
568,15/06/2017,X / Twitter,https://x.com/AboutCirebonID/status/875246559251894272,"Siswa Perbatasan Ingin ke Kota, Orang Tua Dukung Sistem Zonasi https://t.co/VS9e3jQJtN #Cirebon",Positif,,,,,95,12,siswa batas kota orang tua dukung sistem zonasi
569,30/06/2023,X / Twitter,https://x.com/kokokdirgantoro/status/1674583196305072130,"@maulidanaviv @yusufgunawan 1. Melakukan terobosan zonasi sekolah negeri terkait radius dan assessment siswa. 2. Angkot gratis utk siswa sekolah + warga senior + single mom 3. Gratis laptop utk penerima KIP + Bidikmisi 4. Dukung kreativitas warga (misal Festival Klampok Jaman Biyen, Festival Rolak, dll)",Positif,,,,,304,45,laku terobos zonasi sekolah negeri kait radius assessment siswa angkot gratis siswa sekolah warga senior single mom gratis laptop terima kip bidikmisi dukung kreativitas warga misal festival klampok jaman biyen festival rolak
570,2018-10-07 00:00:00,X / Twitter,https://x.com/OmbudsmanRI137/status/1016616229690200064,Ombudsman Perwakilan Nusa Tenggara Timur : PPDB 2018 Ombudsman Minta Masyarakat Dukung Sistem Zonasi https://t.co/ie2NRILg6I,Positif,,,,,124,15,ombudsman wakil nusa tenggara timur ppdb ombudsman minta masyarakat dukung sistem zonasi
571,22/06/2019,X / Twitter,https://x.com/mediaindonesia/status/1142284205012869120,Komisi IV DPRD Kabupaten Banyuwangi Dukung PPDB Berbasis Zonasi https://t.co/IPULxRrCyE,Positif,,,,,87,10,komisi dprd kabupaten banyuwangi dukung ppdb bas zonasi
574,18/09/2019,X / Twitter,https://x.com/pikiran_rakyat/status/1174331168495460354,Pemkab Garut Dukung Wacana Pemberlakuan Zonasi Guru https://t.co/R9NeY7sQJE https://t.co/afeBUeLTc7,Positif,,,,,99,9,pemkab garut dukung wacana laku zonasi guru
